# benchmark_mode: publication; auto_calibrated
# cpu_model: AMD Ryzen 9 7900X 12-Core Processor
# rustc: rustc 1.94.1 (e408947bf 2026-03-25)
# git_commit: 87dab8c29948a1a2e11cacc88f49d182bbd2e933
# git_state: dirty
# RUSTFLAGS: -C target-cpu=native
# release_profile: lto=fat, codegen-units=1, panic=abort
# pinned_cpus: 2
# governor: powersave
# turbo: unavailable
# smt: on
# command: ./target/release/sok-zk-friendly-hash-functions --csv
construction,variant,field,t,round_set,rounds,iters,rep,total_ns
rescue_prime,,koalabear,16,single,8,8192,24,236228733
rescue_prime,,koalabear,24,single,8,8192,24,381172489
rescue_prime,,babybear,16,single,8,8192,24,236637818
rescue_prime,,babybear,24,single,8,8192,24,384284053
anemoi,,bls12_381,4,current,20,1024,24,287679015
anemoi,,bls12_381,4,original,14,1024,24,201552043
anemoi,,bn254,4,current,20,1024,24,282515146
anemoi,,bn254,4,original,14,2048,24,395556324
anemoi,,goldilocks,8,single,11,32768,24,346512701
anemoi,,goldilocks,12,single,10,16384,24,238061518
anemoi,,mersenne31,16,single,10,32768,24,339681807
anemoi,,mersenne31,24,single,9,16384,24,239635649
anemoi,,koalabear,16,single,10,16384,24,258982036
anemoi,,koalabear,24,single,9,16384,24,363027476
anemoi,,babybear,16,single,9,16384,24,234383506
anemoi,,babybear,24,single,9,16384,24,363997870
griffin,,bls12_381,3,current,20,2048,24,286905999
griffin,,bls12_381,3,original,14,2048,24,200914662
griffin,,bls12_381,4,current,20,2048,24,289169970
griffin,,bls12_381,4,original,11,4096,24,318132484
griffin,,bn254,3,current,20,2048,24,282412865
griffin,,bn254,3,original,14,4096,24,395386757
griffin,,bn254,4,current,20,2048,24,284274012
griffin,,bn254,4,original,11,4096,24,313220417
griffin,,goldilocks,8,single,8,131072,24,281878185
griffin,,goldilocks,12,single,8,131072,24,300563598
arion,,bls12_381,3,single,11,4096,24,341534950
arion,,bls12_381,4,single,10,4096,24,329343751
arion,,bn254,3,single,11,4096,24,332354126
arion,,bn254,4,single,10,4096,24,319996306
grendel,native,bls12_381,3,single,24,256,24,268164122
grendel,native,bn254,3,single,24,256,24,266803069
xhash,XHash8,goldilocks,12,single,6,32768,24,283460433
xhash,XHash12,goldilocks,12,single,6,32768,24,369962374
xhash,XHash16,mersenne31,24,single,6,32768,24,301552365
xhash,XHash24,mersenne31,24,single,6,32768,24,361500653
reinforced_concrete,,bls12_381,3,single,7,131072,24,241031287
reinforced_concrete,,bn254,3,single,7,131072,24,240617504
skyscraper,,bls12_381,4,single,18,262144,24,286576173
skyscraper,,bn254,4,single,18,262144,24,278781180
monolith,,goldilocks,8,single,6,1048576,24,265818179
monolith,,goldilocks,12,single,6,524288,24,203317552
monolith,,mersenne31,16,single,6,524288,24,213771414
monolith,,mersenne31,24,single,6,262144,24,216795445
polocolo,,bls12_381,3,single,6,1024,24,263554179
polocolo,,bls12_381,4,single,5,1024,24,291314717
polocolo,,bn254,3,single,6,1024,24,234890464
polocolo,,bn254,4,single,5,1024,24,261807866
tip4p,,goldilocks,12,single,5,262144,24,331424319
plain,sha256_compress,-,-,single,-,8388608,24,211153763
plain,keccak_f1600,-,-,single,-,524288,24,203188411
plain,blake2b_compress,-,-,single,-,2097152,24,241885333
plain,blake3_compress,-,-,single,-,4194304,24,269429507
gmimc,,bls12_381,3,single,228,16384,25,258964784
gmimc,,bls12_381,4,single,231,16384,25,264022494
gmimc,,bn254,3,single,228,16384,25,249940002
gmimc,,bn254,4,single,231,16384,25,254426624
gmimc,,goldilocks,8,single,68,524288,25,336072283
gmimc,,goldilocks,12,single,93,262144,25,235042347
gmimc,,mersenne31,16,single,158,262144,25,267436142
gmimc,,mersenne31,24,single,335,131072,25,317855607
gmimc,,koalabear,16,single,158,262144,25,305520229
gmimc,,koalabear,24,single,335,131072,25,336385028
gmimc,,babybear,16,single,158,131072,25,245966999
gmimc,,babybear,24,single,335,65536,25,259915229
gmimc2,alpha=8,bls12_381,3,single,63,32768,25,212674554
gmimc2,alpha=8,bls12_381,4,single,64,32768,25,216899138
gmimc2,alpha=8,bn254,3,single,63,32768,25,209768735
gmimc2,alpha=8,bn254,4,single,64,32768,25,212705462
gmimc2,alpha=4,goldilocks,8,single,88,262144,25,294007869
gmimc2,alpha=4,goldilocks,12,single,96,262144,25,361026928
gmimc2,alpha=2,mersenne31,16,single,176,65536,25,201581919
gmimc2,alpha=2,mersenne31,24,single,264,32768,25,224834454
gmimc2,alpha=2,koalabear,16,single,176,131072,25,290455683
gmimc2,alpha=2,koalabear,24,single,264,65536,25,236438738
gmimc2,alpha=2,babybear,16,single,176,131072,25,290601987
gmimc2,alpha=2,babybear,24,single,264,65536,25,234371349
poseidon,,bls12_381,3,single,8+56,16384,25,254318671
poseidon,,bls12_381,4,single,8+56,16384,25,375403276
poseidon,,bn254,3,single,8+56,16384,25,245564785
poseidon,,bn254,4,single,8+56,16384,25,367208353
poseidon,,goldilocks,8,single,8+22,131072,25,334230683
poseidon,,goldilocks,12,single,8+22,65536,25,319144112
poseidon,,mersenne31,16,single,8+14,65536,25,326303089
poseidon,,mersenne31,24,single,8+22,16384,25,226202665
poseidon,,koalabear,16,single,8+20,32768,25,249857245
poseidon,,koalabear,24,single,8+23,16384,25,299589033
poseidon,,babybear,16,single,8+13,65536,25,401292472
poseidon,,babybear,24,single,8+21,16384,25,286536492
poseidon2,,bls12_381,3,single,8+56,65536,25,316126764
poseidon2,,bls12_381,4,single,8+56,32768,25,284167336
poseidon2,,bn254,3,single,8+56,65536,25,309160918
poseidon2,,bn254,4,single,8+56,32768,25,274308654
poseidon2,,goldilocks,8,single,8+22,524288,25,390488875
poseidon2,,goldilocks,12,single,8+22,262144,25,267544445
poseidon2,,mersenne31,16,single,8+14,262144,25,250712173
poseidon2,,mersenne31,24,single,8+22,131072,25,209532776
poseidon2,,koalabear,16,single,8+20,262144,25,285777304
poseidon2,,koalabear,24,single,8+23,131072,25,206479170
poseidon2,,babybear,16,single,8+13,262144,25,305186872
poseidon2,,babybear,24,single,8+21,131072,25,247775876
neptune,,bls12_381,4,single,6+69,32768,25,325248459
neptune,,bn254,4,single,6+69,32768,25,313514293
neptune,,goldilocks,8,single,6+38,262144,25,315791928
neptune,,goldilocks,12,single,6+42,131072,25,304042915
psquarehash,,mersenne31,16,single,52,262144,25,243403205
psquarehash,,mersenne31,24,single,52,262144,25,354664134
psquarehash,,koalabear,16,single,52,262144,25,312319530
psquarehash,,koalabear,24,single,52,131072,25,230984691
psquarehash,,babybear,16,single,52,262144,25,310572606
psquarehash,,babybear,24,single,52,131072,25,231216503
rescue_prime,,bls12_381,3,current,16,1024,25,343737456
rescue_prime,,bls12_381,3,original,14,1024,25,300667387
rescue_prime,,bls12_381,4,current,13,1024,25,374073210
rescue_prime,,bls12_381,4,original,11,1024,25,316485755
rescue_prime,,bn254,3,current,16,1024,25,337631006
rescue_prime,,bn254,3,original,14,1024,25,295342177
rescue_prime,,bn254,4,current,13,1024,25,367117364
rescue_prime,,bn254,4,original,11,1024,25,310543241
rescue_prime,,goldilocks,8,single,8,16384,25,252753557
rescue_prime,,goldilocks,12,single,8,16384,25,395502102
rescue_prime,,mersenne31,16,single,8,16384,25,328874784
rescue_prime,,mersenne31,24,single,8,8192,25,265218248
rescue_prime,,koalabear,16,single,8,8192,25,235152488
rescue_prime,,koalabear,24,single,8,8192,25,380569349
rescue_prime,,babybear,16,single,8,8192,25,238319836
rescue_prime,,babybear,24,single,8,8192,25,383640528
anemoi,,bls12_381,4,current,20,1024,25,288365530
anemoi,,bls12_381,4,original,14,1024,25,203054982
anemoi,,bn254,4,current,20,1024,25,282462290
anemoi,,bn254,4,original,14,2048,25,395437111
anemoi,,goldilocks,8,single,11,32768,25,346311747
anemoi,,goldilocks,12,single,10,16384,25,238281324
anemoi,,mersenne31,16,single,10,32768,25,339469171
anemoi,,mersenne31,24,single,9,16384,25,239335083
anemoi,,koalabear,16,single,10,16384,25,258805665
anemoi,,koalabear,24,single,9,16384,25,363186007
anemoi,,babybear,16,single,9,16384,25,234026103
anemoi,,babybear,24,single,9,16384,25,364138878
griffin,,bls12_381,3,current,20,2048,25,287048559
griffin,,bls12_381,3,original,14,2048,25,201831105
griffin,,bls12_381,4,current,20,2048,25,289083472
griffin,,bls12_381,4,original,11,4096,25,318020723
griffin,,bn254,3,current,20,2048,25,282338218
griffin,,bn254,3,original,14,4096,25,395356741
griffin,,bn254,4,current,20,2048,25,284264998
griffin,,bn254,4,original,11,4096,25,313085451
griffin,,goldilocks,8,single,8,131072,25,281722156
griffin,,goldilocks,12,single,8,131072,25,300998135
arion,,bls12_381,3,single,11,4096,25,341675723
arion,,bls12_381,4,single,10,4096,25,329365051
arion,,bn254,3,single,11,4096,25,332397036
arion,,bn254,4,single,10,4096,25,320021592
grendel,native,bls12_381,3,single,24,256,25,268423707
grendel,native,bn254,3,single,24,256,25,266148667
xhash,XHash8,goldilocks,12,single,6,32768,25,283349057
xhash,XHash12,goldilocks,12,single,6,32768,25,369919388
xhash,XHash16,mersenne31,24,single,6,32768,25,301418170
xhash,XHash24,mersenne31,24,single,6,32768,25,362618637
reinforced_concrete,,bls12_381,3,single,7,131072,25,240456058
reinforced_concrete,,bn254,3,single,7,131072,25,240437152
skyscraper,,bls12_381,4,single,18,262144,25,286405177
skyscraper,,bn254,4,single,18,262144,25,279094015
monolith,,goldilocks,8,single,6,1048576,25,265131505
monolith,,goldilocks,12,single,6,524288,25,203942931
monolith,,mersenne31,16,single,6,524288,25,213296048
monolith,,mersenne31,24,single,6,262144,25,216066305
polocolo,,bls12_381,3,single,6,1024,25,263117803
polocolo,,bls12_381,4,single,5,1024,25,290819485
polocolo,,bn254,3,single,6,1024,25,234843241
polocolo,,bn254,4,single,5,1024,25,261835667
tip4p,,goldilocks,12,single,5,262144,25,330953218
plain,sha256_compress,-,-,single,-,8388608,25,211088083
plain,keccak_f1600,-,-,single,-,524288,25,203098573
plain,blake2b_compress,-,-,single,-,2097152,25,241674114
plain,blake3_compress,-,-,single,-,4194304,25,269514025
gmimc,,bls12_381,3,single,228,16384,26,259140361
gmimc,,bls12_381,4,single,231,16384,26,263986306
gmimc,,bn254,3,single,228,16384,26,250374261
gmimc,,bn254,4,single,231,16384,26,253810021
gmimc,,goldilocks,8,single,68,524288,26,336148986
gmimc,,goldilocks,12,single,93,262144,26,235776424
gmimc,,mersenne31,16,single,158,262144,26,266283849
gmimc,,mersenne31,24,single,335,131072,26,327380823
gmimc,,koalabear,16,single,158,262144,26,305233248
gmimc,,koalabear,24,single,335,131072,26,329448346
gmimc,,babybear,16,single,158,131072,26,245717249
gmimc,,babybear,24,single,335,65536,26,259293928
gmimc2,alpha=8,bls12_381,3,single,63,32768,26,213181653
gmimc2,alpha=8,bls12_381,4,single,64,32768,26,217486628
gmimc2,alpha=8,bn254,3,single,63,32768,26,209712301
gmimc2,alpha=8,bn254,4,single,64,32768,26,212974988
gmimc2,alpha=4,goldilocks,8,single,88,262144,26,293866329
gmimc2,alpha=4,goldilocks,12,single,96,262144,26,361305102
gmimc2,alpha=2,mersenne31,16,single,176,65536,26,202379159
gmimc2,alpha=2,mersenne31,24,single,264,32768,26,224270224
gmimc2,alpha=2,koalabear,16,single,176,131072,26,290198845
gmimc2,alpha=2,koalabear,24,single,264,65536,26,234231798
gmimc2,alpha=2,babybear,16,single,176,131072,26,290230555
gmimc2,alpha=2,babybear,24,single,264,65536,26,237123521
poseidon,,bls12_381,3,single,8+56,16384,26,254388602
poseidon,,bls12_381,4,single,8+56,16384,26,375234480
poseidon,,bn254,3,single,8+56,16384,26,245367315
poseidon,,bn254,4,single,8+56,16384,26,367551174
poseidon,,goldilocks,8,single,8+22,131072,26,333553968
poseidon,,goldilocks,12,single,8+22,65536,26,319202330
poseidon,,mersenne31,16,single,8+14,65536,26,326196239
poseidon,,mersenne31,24,single,8+22,16384,26,226508236
poseidon,,koalabear,16,single,8+20,32768,26,251565416
poseidon,,koalabear,24,single,8+23,16384,26,299055394
poseidon,,babybear,16,single,8+13,65536,26,401554350
poseidon,,babybear,24,single,8+21,16384,26,286630718
poseidon2,,bls12_381,3,single,8+56,65536,26,316051252
poseidon2,,bls12_381,4,single,8+56,32768,26,284298861
poseidon2,,bn254,3,single,8+56,65536,26,309301109
poseidon2,,bn254,4,single,8+56,32768,26,273940546
poseidon2,,goldilocks,8,single,8+22,524288,26,390851482
poseidon2,,goldilocks,12,single,8+22,262144,26,267856437
poseidon2,,mersenne31,16,single,8+14,262144,26,249757899
poseidon2,,mersenne31,24,single,8+22,131072,26,209358500
poseidon2,,koalabear,16,single,8+20,262144,26,289993141
poseidon2,,koalabear,24,single,8+23,131072,26,209267150
poseidon2,,babybear,16,single,8+13,262144,26,306462495
poseidon2,,babybear,24,single,8+21,131072,26,247772839
neptune,,bls12_381,4,single,6+69,32768,26,325588543
neptune,,bn254,4,single,6+69,32768,26,313470490
neptune,,goldilocks,8,single,6+38,262144,26,315810763
neptune,,goldilocks,12,single,6+42,131072,26,303027537
psquarehash,,mersenne31,16,single,52,262144,26,243531905
psquarehash,,mersenne31,24,single,52,262144,26,354443240
psquarehash,,koalabear,16,single,52,262144,26,307743569
psquarehash,,koalabear,24,single,52,131072,26,231078205
psquarehash,,babybear,16,single,52,262144,26,309808046
psquarehash,,babybear,24,single,52,131072,26,232254172
rescue_prime,,bls12_381,3,current,16,1024,26,346545813
rescue_prime,,bls12_381,3,original,14,1024,26,303049278
rescue_prime,,bls12_381,4,current,13,1024,26,376964452
rescue_prime,,bls12_381,4,original,11,1024,26,318888704
rescue_prime,,bn254,3,current,16,1024,26,337615477
rescue_prime,,bn254,3,original,14,1024,26,295440721
rescue_prime,,bn254,4,current,13,1024,26,367079152
rescue_prime,,bn254,4,original,11,1024,26,310680146
rescue_prime,,goldilocks,8,single,8,16384,26,252755240
rescue_prime,,goldilocks,12,single,8,16384,26,393751520
rescue_prime,,mersenne31,16,single,8,16384,26,328990671
rescue_prime,,mersenne31,24,single,8,8192,26,265100097
rescue_prime,,koalabear,16,single,8,8192,26,235916565
rescue_prime,,koalabear,24,single,8,8192,26,380693220
rescue_prime,,babybear,16,single,8,8192,26,237486179
rescue_prime,,babybear,24,single,8,8192,26,383477582
anemoi,,bls12_381,4,current,20,1024,26,289604325
anemoi,,bls12_381,4,original,14,1024,26,201439843
anemoi,,bn254,4,current,20,1024,26,282499449
anemoi,,bn254,4,original,14,2048,26,395352572
anemoi,,goldilocks,8,single,11,32768,26,347599703
anemoi,,goldilocks,12,single,10,16384,26,238183822
anemoi,,mersenne31,16,single,10,32768,26,339472967
anemoi,,mersenne31,24,single,9,16384,26,239446211
anemoi,,koalabear,16,single,10,16384,26,258951358
anemoi,,koalabear,24,single,9,16384,26,363143788
anemoi,,babybear,16,single,9,16384,26,234160946
anemoi,,babybear,24,single,9,16384,26,363731346
griffin,,bls12_381,3,current,20,2048,26,286991503
griffin,,bls12_381,3,original,14,2048,26,200910284
griffin,,bls12_381,4,current,20,2048,26,289188949
griffin,,bls12_381,4,original,11,4096,26,318072740
griffin,,bn254,3,current,20,2048,26,282343928
griffin,,bn254,3,original,14,4096,26,395409368
griffin,,bn254,4,current,20,2048,26,284354765
griffin,,bn254,4,original,11,4096,26,313235571
griffin,,goldilocks,8,single,8,131072,26,282758672
griffin,,goldilocks,12,single,8,131072,26,301076310
arion,,bls12_381,3,single,11,4096,26,341693857
arion,,bls12_381,4,single,10,4096,26,329235267
arion,,bn254,3,single,11,4096,26,332316815
arion,,bn254,4,single,10,4096,26,319825895
grendel,native,bls12_381,3,single,24,256,26,268959779
grendel,native,bn254,3,single,24,256,26,267083001
xhash,XHash8,goldilocks,12,single,6,32768,26,284241434
xhash,XHash12,goldilocks,12,single,6,32768,26,370189673
xhash,XHash16,mersenne31,24,single,6,32768,26,301481357
xhash,XHash24,mersenne31,24,single,6,32768,26,362382725
reinforced_concrete,,bls12_381,3,single,7,131072,26,240846867
reinforced_concrete,,bn254,3,single,7,131072,26,240696868
skyscraper,,bls12_381,4,single,18,262144,26,286738029
skyscraper,,bn254,4,single,18,262144,26,278533006
monolith,,goldilocks,8,single,6,1048576,26,265253053
monolith,,goldilocks,12,single,6,524288,26,203200743
monolith,,mersenne31,16,single,6,524288,26,213544050
monolith,,mersenne31,24,single,6,262144,26,216855859
polocolo,,bls12_381,3,single,6,1024,26,261415211
polocolo,,bls12_381,4,single,5,1024,26,290878675
polocolo,,bn254,3,single,6,1024,26,234878736
polocolo,,bn254,4,single,5,1024,26,261809588
tip4p,,goldilocks,12,single,5,262144,26,331677912
plain,sha256_compress,-,-,single,-,8388608,26,211148113
plain,keccak_f1600,-,-,single,-,524288,26,203305529
plain,blake2b_compress,-,-,single,-,2097152,26,239291332
plain,blake3_compress,-,-,single,-,4194304,26,270599012
gmimc,,bls12_381,3,single,228,16384,27,259141933
gmimc,,bls12_381,4,single,231,16384,27,265172562
gmimc,,bn254,3,single,228,16384,27,251979109
gmimc,,bn254,4,single,231,16384,27,256413635
gmimc,,goldilocks,8,single,68,524288,27,336057214
gmimc,,goldilocks,12,single,93,262144,27,235477224
gmimc,,mersenne31,16,single,158,262144,27,268016857
gmimc,,mersenne31,24,single,335,131072,27,318250792
gmimc,,koalabear,16,single,158,262144,27,305427981
gmimc,,koalabear,24,single,335,131072,27,333198202
gmimc,,babybear,16,single,158,131072,27,245977304
gmimc,,babybear,24,single,335,65536,27,259362125
gmimc2,alpha=8,bls12_381,3,single,63,32768,27,212931747
gmimc2,alpha=8,bls12_381,4,single,64,32768,27,217450620
gmimc2,alpha=8,bn254,3,single,63,32768,27,209734111
gmimc2,alpha=8,bn254,4,single,64,32768,27,213414419
gmimc2,alpha=4,goldilocks,8,single,88,262144,27,293732678
gmimc2,alpha=4,goldilocks,12,single,96,262144,27,361229300
gmimc2,alpha=2,mersenne31,16,single,176,65536,27,201691924
gmimc2,alpha=2,mersenne31,24,single,264,32768,27,224781498
gmimc2,alpha=2,koalabear,16,single,176,131072,27,290469501
gmimc2,alpha=2,koalabear,24,single,264,65536,27,236489887
gmimc2,alpha=2,babybear,16,single,176,131072,27,290234261
gmimc2,alpha=2,babybear,24,single,264,65536,27,234471686
poseidon,,bls12_381,3,single,8+56,16384,27,254218463
poseidon,,bls12_381,4,single,8+56,16384,27,375731358
poseidon,,bn254,3,single,8+56,16384,27,245895171
poseidon,,bn254,4,single,8+56,16384,27,367605424
poseidon,,goldilocks,8,single,8+22,131072,27,333922315
poseidon,,goldilocks,12,single,8+22,65536,27,319234860
poseidon,,mersenne31,16,single,8+14,65536,27,325746558
poseidon,,mersenne31,24,single,8+22,16384,27,226178108
poseidon,,koalabear,16,single,8+20,32768,27,249508542
poseidon,,koalabear,24,single,8+23,16384,27,299504814
poseidon,,babybear,16,single,8+13,65536,27,401371779
poseidon,,babybear,24,single,8+21,16384,27,286958921
poseidon2,,bls12_381,3,single,8+56,65536,27,316203015
poseidon2,,bls12_381,4,single,8+56,32768,27,284687777
poseidon2,,bn254,3,single,8+56,65536,27,309262026
poseidon2,,bn254,4,single,8+56,32768,27,273927961
poseidon2,,goldilocks,8,single,8+22,524288,27,390402943
poseidon2,,goldilocks,12,single,8+22,262144,27,267713209
poseidon2,,mersenne31,16,single,8+14,262144,27,251353710
poseidon2,,mersenne31,24,single,8+22,131072,27,209520642
poseidon2,,koalabear,16,single,8+20,262144,27,285454430
poseidon2,,koalabear,24,single,8+23,131072,27,207231855
poseidon2,,babybear,16,single,8+13,262144,27,306710578
poseidon2,,babybear,24,single,8+21,131072,27,247957655
neptune,,bls12_381,4,single,6+69,32768,27,325774540
neptune,,bn254,4,single,6+69,32768,27,314157674
neptune,,goldilocks,8,single,6+38,262144,27,315813909
neptune,,goldilocks,12,single,6+42,131072,27,303234362
psquarehash,,mersenne31,16,single,52,262144,27,243619248
psquarehash,,mersenne31,24,single,52,262144,27,354603910
psquarehash,,koalabear,16,single,52,262144,27,311733524
psquarehash,,koalabear,24,single,52,131072,27,231087592
psquarehash,,babybear,16,single,52,262144,27,311023157
psquarehash,,babybear,24,single,52,131072,27,232032197
rescue_prime,,bls12_381,3,current,16,1024,27,343897474
rescue_prime,,bls12_381,3,original,14,1024,27,300785056
rescue_prime,,bls12_381,4,current,13,1024,27,374037964
rescue_prime,,bls12_381,4,original,11,1024,27,316481014
rescue_prime,,bn254,3,current,16,1024,27,337685737
rescue_prime,,bn254,3,original,14,1024,27,295346213
rescue_prime,,bn254,4,current,13,1024,27,367157087
rescue_prime,,bn254,4,original,11,1024,27,313196196
rescue_prime,,goldilocks,8,single,8,16384,27,252943110
rescue_prime,,goldilocks,12,single,8,16384,27,393843772
rescue_prime,,mersenne31,16,single,8,16384,27,328133377
rescue_prime,,mersenne31,24,single,8,8192,27,264971225
rescue_prime,,koalabear,16,single,8,8192,27,236117550
rescue_prime,,koalabear,24,single,8,8192,27,381814845
rescue_prime,,babybear,16,single,8,8192,27,238181136
rescue_prime,,babybear,24,single,8,8192,27,383370843
anemoi,,bls12_381,4,current,20,1024,27,288442773
anemoi,,bls12_381,4,original,14,1024,27,201421319
anemoi,,bn254,4,current,20,1024,27,282521148
anemoi,,bn254,4,original,14,2048,27,395534010
anemoi,,goldilocks,8,single,11,32768,27,347190948
anemoi,,goldilocks,12,single,10,16384,27,238136453
anemoi,,mersenne31,16,single,10,32768,27,339947584
anemoi,,mersenne31,24,single,9,16384,27,239690306
anemoi,,koalabear,16,single,10,16384,27,258929305
anemoi,,koalabear,24,single,9,16384,27,363028071
anemoi,,babybear,16,single,9,16384,27,234188866
anemoi,,babybear,24,single,9,16384,27,363932030
griffin,,bls12_381,3,current,20,2048,27,287077563
griffin,,bls12_381,3,original,14,2048,27,201009189
griffin,,bls12_381,4,current,20,2048,27,289260061
griffin,,bls12_381,4,original,11,4096,27,318182754
griffin,,bn254,3,current,20,2048,27,282349768
griffin,,bn254,3,original,14,4096,27,395480930
griffin,,bn254,4,current,20,2048,27,284388388
griffin,,bn254,4,original,11,4096,27,313240440
griffin,,goldilocks,8,single,8,131072,27,283830355
griffin,,goldilocks,12,single,8,131072,27,301017861
arion,,bls12_381,3,single,11,4096,27,341470700
arion,,bls12_381,4,single,10,4096,27,329292664
arion,,bn254,3,single,11,4096,27,332387036
arion,,bn254,4,single,10,4096,27,319945979
grendel,native,bls12_381,3,single,24,256,27,268142091
grendel,native,bn254,3,single,24,256,27,266625617
xhash,XHash8,goldilocks,12,single,6,32768,27,283600285
xhash,XHash12,goldilocks,12,single,6,32768,27,369958150
xhash,XHash16,mersenne31,24,single,6,32768,27,301508357
xhash,XHash24,mersenne31,24,single,6,32768,27,363540477
reinforced_concrete,,bls12_381,3,single,7,131072,27,241277753
reinforced_concrete,,bn254,3,single,7,131072,27,240710463
skyscraper,,bls12_381,4,single,18,262144,27,286694397
skyscraper,,bn254,4,single,18,262144,27,278886366
monolith,,goldilocks,8,single,6,1048576,27,266686941
monolith,,goldilocks,12,single,6,524288,27,203864293
monolith,,mersenne31,16,single,6,524288,27,213492995
monolith,,mersenne31,24,single,6,262144,27,216302084
polocolo,,bls12_381,3,single,6,1024,27,263546493
polocolo,,bls12_381,4,single,5,1024,27,290899183
polocolo,,bn254,3,single,6,1024,27,234909433
polocolo,,bn254,4,single,5,1024,27,261874499
tip4p,,goldilocks,12,single,5,262144,27,331315684
plain,sha256_compress,-,-,single,-,8388608,27,211169734
plain,keccak_f1600,-,-,single,-,524288,27,202984539
plain,blake2b_compress,-,-,single,-,2097152,27,240950201
plain,blake3_compress,-,-,single,-,4194304,27,269499667
gmimc,,bls12_381,3,single,228,16384,28,259131583
gmimc,,bls12_381,4,single,231,16384,28,263624148
gmimc,,bn254,3,single,228,16384,28,250511286
gmimc,,bn254,4,single,231,16384,28,254491804
gmimc,,goldilocks,8,single,68,524288,28,336169714
gmimc,,goldilocks,12,single,93,262144,28,234556483
gmimc,,mersenne31,16,single,158,262144,28,266117938
gmimc,,mersenne31,24,single,335,131072,28,322132255
gmimc,,koalabear,16,single,158,262144,28,305439162
gmimc,,koalabear,24,single,335,131072,28,331722975
gmimc,,babybear,16,single,158,131072,28,245863671
gmimc,,babybear,24,single,335,65536,28,259985539
gmimc2,alpha=8,bls12_381,3,single,63,32768,28,213409469
gmimc2,alpha=8,bls12_381,4,single,64,32768,28,216638642
gmimc2,alpha=8,bn254,3,single,63,32768,28,209657818
gmimc2,alpha=8,bn254,4,single,64,32768,28,213380825
gmimc2,alpha=4,goldilocks,8,single,88,262144,28,293947539
gmimc2,alpha=4,goldilocks,12,single,96,262144,28,362246780
gmimc2,alpha=2,mersenne31,16,single,176,65536,28,202590333
gmimc2,alpha=2,mersenne31,24,single,264,32768,28,224275964
gmimc2,alpha=2,koalabear,16,single,176,131072,28,290473047
gmimc2,alpha=2,koalabear,24,single,264,65536,28,233814698
gmimc2,alpha=2,babybear,16,single,176,131072,28,290383319
gmimc2,alpha=2,babybear,24,single,264,65536,28,234745537
poseidon,,bls12_381,3,single,8+56,16384,28,254823824
poseidon,,bls12_381,4,single,8+56,16384,28,375513760
poseidon,,bn254,3,single,8+56,16384,28,245204720
poseidon,,bn254,4,single,8+56,16384,28,366769191
poseidon,,goldilocks,8,single,8+22,131072,28,333830112
poseidon,,goldilocks,12,single,8+22,65536,28,319055736
poseidon,,mersenne31,16,single,8+14,65536,28,321655623
poseidon,,mersenne31,24,single,8+22,16384,28,225030192
poseidon,,koalabear,16,single,8+20,32768,28,253067913
poseidon,,koalabear,24,single,8+23,16384,28,299352689
poseidon,,babybear,16,single,8+13,65536,28,403112721
poseidon,,babybear,24,single,8+21,16384,28,286633643
poseidon2,,bls12_381,3,single,8+56,65536,28,315925796
poseidon2,,bls12_381,4,single,8+56,32768,28,283887962
poseidon2,,bn254,3,single,8+56,65536,28,308946546
poseidon2,,bn254,4,single,8+56,32768,28,273902864
poseidon2,,goldilocks,8,single,8+22,524288,28,390460760
poseidon2,,goldilocks,12,single,8+22,262144,28,267792076
poseidon2,,mersenne31,16,single,8+14,262144,28,250952290
poseidon2,,mersenne31,24,single,8+22,131072,28,209657478
poseidon2,,koalabear,16,single,8+20,262144,28,284276187
poseidon2,,koalabear,24,single,8+23,131072,28,207796420
poseidon2,,babybear,16,single,8+13,262144,28,305723493
poseidon2,,babybear,24,single,8+21,131072,28,247947776
neptune,,bls12_381,4,single,6+69,32768,28,325405490
neptune,,bn254,4,single,6+69,32768,28,313825122
neptune,,goldilocks,8,single,6+38,262144,28,315713149
neptune,,goldilocks,12,single,6+42,131072,28,303003301
psquarehash,,mersenne31,16,single,52,262144,28,243654464
psquarehash,,mersenne31,24,single,52,262144,28,354494254
psquarehash,,koalabear,16,single,52,262144,28,312648173
psquarehash,,koalabear,24,single,52,131072,28,229727831
psquarehash,,babybear,16,single,52,262144,28,310884747
psquarehash,,babybear,24,single,52,131072,28,230387974
rescue_prime,,bls12_381,3,current,16,1024,28,343934472
rescue_prime,,bls12_381,3,original,14,1024,28,300777000
rescue_prime,,bls12_381,4,current,13,1024,28,374168236
rescue_prime,,bls12_381,4,original,11,1024,28,316530206
rescue_prime,,bn254,3,current,16,1024,28,337633920
rescue_prime,,bn254,3,original,14,1024,28,295411394
rescue_prime,,bn254,4,current,13,1024,28,367152306
rescue_prime,,bn254,4,original,11,1024,28,310616856
rescue_prime,,goldilocks,8,single,8,16384,28,252778873
rescue_prime,,goldilocks,12,single,8,16384,28,394928548
rescue_prime,,mersenne31,16,single,8,16384,28,328172671
rescue_prime,,mersenne31,24,single,8,8192,28,265206835
rescue_prime,,koalabear,16,single,8,8192,28,237437827
rescue_prime,,koalabear,24,single,8,8192,28,380495028
rescue_prime,,babybear,16,single,8,8192,28,237317402
rescue_prime,,babybear,24,single,8,8192,28,383205743
