# benchmark_mode: publication; auto_calibrated
# cpu_model: AMD Ryzen 9 7900X 12-Core Processor
# rustc: rustc 1.94.1 (e408947bf 2026-03-25)
# git_commit: 034f65a85002594e7ad8ca6dd70ecf52e1169ff2
# git_state: clean
# RUSTFLAGS: -C target-cpu=native
# release_profile: lto=fat, codegen-units=1, panic=abort
# pinned_cpus: 2
# governor: powersave
# turbo: unavailable
# smt: on
# command: ./target/release/sok-zk-friendly-hash-functions --csv
construction,variant,field,t,round_set,rounds,iters,rep,total_ns
griffin,,bn254,3,original,14,4096,19,392964088
griffin,,bn254,4,current,20,2048,19,282720814
griffin,,bn254,4,original,11,4096,19,311515954
griffin,,goldilocks,8,single,8,131072,19,284319822
griffin,,goldilocks,12,single,8,131072,19,301844534
arion,,bls12_381,3,single,11,4096,19,343158072
arion,,bls12_381,4,single,10,4096,19,330157603
arion,,bn254,3,single,11,4096,19,333200128
arion,,bn254,4,single,10,4096,19,321055587
grendel,native,bls12_381,3,current,24,256,19,264911400
grendel,native,bls12_381,3,original,14,512,19,297811790
grendel,native,bls12_381,4,current,23,256,19,340954285
grendel,native,bls12_381,4,original,12,512,19,339843881
grendel,native,bn254,3,current,24,256,19,262954224
grendel,native,bn254,3,original,14,512,19,294009565
grendel,native,bn254,4,current,23,256,19,337038059
grendel,native,bn254,4,original,12,512,19,338041313
xhash,XHash8,goldilocks,12,single,6,32768,19,283892543
xhash,XHash12,goldilocks,12,single,6,32768,19,371097814
xhash,XHash16,mersenne31,24,single,6,32768,19,301746271
xhash,XHash24,mersenne31,24,single,6,32768,19,362344601
reinforced_concrete,,bls12_381,3,single,7,131072,19,242118765
reinforced_concrete,,bn254,3,single,7,131072,19,243090501
skyscraper,,bls12_381,4,single,18,262144,19,326260782
skyscraper,,bn254,4,single,18,262144,19,317062377
monolith,,goldilocks,8,single,6,1048576,19,266323608
monolith,,goldilocks,12,single,6,524288,19,206040188
monolith,,mersenne31,16,single,6,524288,19,215243493
monolith,,mersenne31,24,single,6,262144,19,219125305
polocolo,,bls12_381,3,single,6,1024,19,263774315
polocolo,,bls12_381,4,single,5,1024,19,294939944
polocolo,,bn254,3,single,6,1024,19,237195526
polocolo,,bn254,4,single,5,1024,19,264314435
tip4p,,goldilocks,12,single,5,262144,19,333668784
plain,sha256_compress,-,-,single,-,8388608,19,211721542
plain,keccak_f1600,-,-,single,-,524288,19,203627309
plain,blake2b_compress,-,-,single,-,2097152,19,240872647
plain,blake3_compress,-,-,single,-,4194304,19,273759141
gmimc,,bls12_381,3,single,228,16384,20,261743852
gmimc,,bls12_381,4,single,231,16384,20,266686737
gmimc,,bn254,3,single,228,16384,20,250648331
gmimc,,bn254,4,single,231,16384,20,254671087
gmimc,,goldilocks,8,single,68,524288,20,337528104
gmimc,,goldilocks,12,single,93,262144,20,236889645
gmimc,,mersenne31,16,single,158,262144,20,270582776
gmimc,,mersenne31,24,single,335,131072,20,322347411
gmimc,,koalabear,16,single,158,262144,20,306124020
gmimc,,koalabear,24,single,335,131072,20,342336759
gmimc,,babybear,16,single,158,131072,20,247086776
gmimc,,babybear,24,single,335,65536,20,259812744
gmimc2,alpha=8,bls12_381,3,single,63,32768,20,225492732
gmimc2,alpha=8,bls12_381,4,single,64,32768,20,231852484
gmimc2,alpha=8,bn254,3,single,63,32768,20,220576256
gmimc2,alpha=8,bn254,4,single,64,32768,20,225361576
gmimc2,alpha=4,goldilocks,8,single,88,262144,20,294367444
gmimc2,alpha=4,goldilocks,12,single,96,262144,20,366825702
gmimc2,alpha=2,mersenne31,16,single,176,65536,20,202316871
gmimc2,alpha=2,mersenne31,24,single,264,32768,20,224014199
gmimc2,alpha=2,koalabear,16,single,176,131072,20,291879676
gmimc2,alpha=2,koalabear,24,single,264,65536,20,234276653
gmimc2,alpha=2,babybear,16,single,176,131072,20,292346138
gmimc2,alpha=2,babybear,24,single,264,65536,20,235702928
poseidon,,bls12_381,3,single,8+56,16384,20,254975296
poseidon,,bls12_381,4,single,8+56,16384,20,381137612
poseidon,,bn254,3,single,8+56,16384,20,246069166
poseidon,,bn254,4,single,8+56,16384,20,369097948
poseidon,,goldilocks,8,single,8+22,131072,20,324636007
poseidon,,goldilocks,12,single,8+22,65536,20,310907207
poseidon,,mersenne31,16,single,8+14,65536,20,323461713
poseidon,,mersenne31,24,single,8+22,16384,20,228587022
poseidon,,koalabear,16,single,8+20,32768,20,252289889
poseidon,,koalabear,24,single,8+23,16384,20,304091332
poseidon,,babybear,16,single,8+13,32768,20,202364409
poseidon,,babybear,24,single,8+21,16384,20,288718660
poseidon2,,bls12_381,3,single,8+56,65536,20,317505806
poseidon2,,bls12_381,4,single,8+56,32768,20,287064760
poseidon2,,bn254,3,single,8+56,65536,20,311371634
poseidon2,,bn254,4,single,8+56,32768,20,275020999
poseidon2,,goldilocks,8,single,8+22,524288,20,391847132
poseidon2,,goldilocks,12,single,8+22,262144,20,273385142
poseidon2,,mersenne31,16,single,8+14,262144,20,253883526
poseidon2,,mersenne31,24,single,8+22,131072,20,210718247
poseidon2,,koalabear,16,single,8+20,262144,20,281957528
poseidon2,,koalabear,24,single,8+23,131072,20,203461379
poseidon2,,babybear,16,single,8+13,262144,20,307080968
poseidon2,,babybear,24,single,8+21,131072,20,248514464
neptune,,bls12_381,4,single,6+69,32768,20,325090195
neptune,,bn254,4,single,6+69,32768,20,313742214
neptune,,goldilocks,8,single,6+38,262144,20,319488379
neptune,,goldilocks,12,single,6+42,131072,20,304150362
psquarehash,,mersenne31,16,single,52,262144,20,244796718
psquarehash,,mersenne31,24,single,52,262144,20,356097268
psquarehash,,koalabear,16,single,52,262144,20,312631899
psquarehash,,koalabear,24,single,52,131072,20,233226190
psquarehash,,babybear,16,single,52,262144,20,311989820
psquarehash,,babybear,24,single,52,131072,20,233022420
rescue_prime,,bls12_381,3,current,16,1024,20,344955381
rescue_prime,,bls12_381,3,original,14,1024,20,301706236
rescue_prime,,bls12_381,4,current,13,1024,20,375199097
rescue_prime,,bls12_381,4,original,11,1024,20,317693826
rescue_prime,,bn254,3,current,16,1024,20,338119710
rescue_prime,,bn254,3,original,14,1024,20,295826570
rescue_prime,,bn254,4,current,13,1024,20,367837573
rescue_prime,,bn254,4,original,11,1024,20,311329005
rescue_prime,,goldilocks,8,single,8,16384,20,252868279
rescue_prime,,goldilocks,12,single,8,16384,20,394660027
rescue_prime,,mersenne31,16,single,8,16384,20,329987816
rescue_prime,,mersenne31,24,single,8,8192,20,265718357
rescue_prime,,koalabear,16,single,8,8192,20,224424456
rescue_prime,,koalabear,24,single,8,8192,20,363608752
rescue_prime,,babybear,16,single,8,8192,20,244988236
rescue_prime,,babybear,24,single,8,8192,20,393980517
anemoi,,bls12_381,4,current,20,1024,20,288686069
anemoi,,bls12_381,4,original,14,1024,20,201778645
anemoi,,bn254,4,current,20,1024,20,282908395
anemoi,,bn254,4,original,14,2048,20,396144490
anemoi,,goldilocks,8,single,11,32768,20,347022383
anemoi,,goldilocks,12,single,10,16384,20,238326149
anemoi,,mersenne31,16,single,10,32768,20,343452853
anemoi,,mersenne31,24,single,9,16384,20,240542340
anemoi,,koalabear,16,single,10,16384,20,246666131
anemoi,,koalabear,24,single,9,16384,20,344844574
anemoi,,babybear,16,single,9,16384,20,242376757
anemoi,,babybear,24,single,9,16384,20,373935617
griffin,,bls12_381,3,current,20,2048,20,286433571
griffin,,bls12_381,3,original,14,4096,20,400019060
griffin,,bls12_381,4,current,20,2048,20,287891646
griffin,,bls12_381,4,original,11,4096,20,316700891
griffin,,bn254,3,current,20,2048,20,280753158
griffin,,bn254,3,original,14,4096,20,392969028
griffin,,bn254,4,current,20,2048,20,282619265
griffin,,bn254,4,original,11,4096,20,311339173
griffin,,goldilocks,8,single,8,131072,20,284408348
griffin,,goldilocks,12,single,8,131072,20,301756439
arion,,bls12_381,3,single,11,4096,20,342800165
arion,,bls12_381,4,single,10,4096,20,330080920
arion,,bn254,3,single,11,4096,20,333122093
arion,,bn254,4,single,10,4096,20,320896751
grendel,native,bls12_381,3,current,24,256,20,265570561
grendel,native,bls12_381,3,original,14,512,20,298560849
grendel,native,bls12_381,4,current,23,256,20,341164108
grendel,native,bls12_381,4,original,12,512,20,339998870
grendel,native,bn254,3,current,24,256,20,262676194
grendel,native,bn254,3,original,14,512,20,293368608
grendel,native,bn254,4,current,23,256,20,337010276
grendel,native,bn254,4,original,12,512,20,336889171
xhash,XHash8,goldilocks,12,single,6,32768,20,284077519
xhash,XHash12,goldilocks,12,single,6,32768,20,371590235
xhash,XHash16,mersenne31,24,single,6,32768,20,301305648
xhash,XHash24,mersenne31,24,single,6,32768,20,364435867
reinforced_concrete,,bls12_381,3,single,7,131072,20,242390252
reinforced_concrete,,bn254,3,single,7,131072,20,243086704
skyscraper,,bls12_381,4,single,18,262144,20,326055640
skyscraper,,bn254,4,single,18,262144,20,317211255
monolith,,goldilocks,8,single,6,1048576,20,266031583
monolith,,goldilocks,12,single,6,524288,20,205358674
monolith,,mersenne31,16,single,6,524288,20,215412548
monolith,,mersenne31,24,single,6,262144,20,218622185
polocolo,,bls12_381,3,single,6,1024,20,264484052
polocolo,,bls12_381,4,single,5,1024,20,293610170
polocolo,,bn254,3,single,6,1024,20,237216056
polocolo,,bn254,4,single,5,1024,20,264311499
tip4p,,goldilocks,12,single,5,262144,20,333198976
plain,sha256_compress,-,-,single,-,8388608,20,211697878
plain,keccak_f1600,-,-,single,-,524288,20,203694415
plain,blake2b_compress,-,-,single,-,2097152,20,241157870
plain,blake3_compress,-,-,single,-,4194304,20,273376025
gmimc,,bls12_381,3,single,228,16384,21,262225141
gmimc,,bls12_381,4,single,231,16384,21,269380149
gmimc,,bn254,3,single,228,16384,21,250675482
gmimc,,bn254,4,single,231,16384,21,258090786
gmimc,,goldilocks,8,single,68,524288,21,337429089
gmimc,,goldilocks,12,single,93,262144,21,235681869
gmimc,,mersenne31,16,single,158,262144,21,268001393
gmimc,,mersenne31,24,single,335,131072,21,325589649
gmimc,,koalabear,16,single,158,262144,21,305795426
gmimc,,koalabear,24,single,335,131072,21,333955439
gmimc,,babybear,16,single,158,131072,21,246894638
gmimc,,babybear,24,single,335,65536,21,259713788
gmimc2,alpha=8,bls12_381,3,single,63,32768,21,225506077
gmimc2,alpha=8,bls12_381,4,single,64,32768,21,231517338
gmimc2,alpha=8,bn254,3,single,63,32768,21,220641157
gmimc2,alpha=8,bn254,4,single,64,32768,21,224950398
gmimc2,alpha=4,goldilocks,8,single,88,262144,21,294240127
gmimc2,alpha=4,goldilocks,12,single,96,262144,21,361782500
gmimc2,alpha=2,mersenne31,16,single,176,65536,21,202135603
gmimc2,alpha=2,mersenne31,24,single,264,32768,21,224109027
gmimc2,alpha=2,koalabear,16,single,176,131072,21,291869147
gmimc2,alpha=2,koalabear,24,single,264,65536,21,235891019
gmimc2,alpha=2,babybear,16,single,176,131072,21,290893434
gmimc2,alpha=2,babybear,24,single,264,65536,21,235646432
poseidon,,bls12_381,3,single,8+56,16384,21,255567272
poseidon,,bls12_381,4,single,8+56,16384,21,382042693
poseidon,,bn254,3,single,8+56,16384,21,245374067
poseidon,,bn254,4,single,8+56,16384,21,370017586
poseidon,,goldilocks,8,single,8+22,131072,21,324198229
poseidon,,goldilocks,12,single,8+22,65536,21,309647873
poseidon,,mersenne31,16,single,8+14,65536,21,326871594
poseidon,,mersenne31,24,single,8+22,16384,21,226083124
poseidon,,koalabear,16,single,8+20,32768,21,251971914
poseidon,,koalabear,24,single,8+23,16384,21,304038083
poseidon,,babybear,16,single,8+13,32768,21,202254475
poseidon,,babybear,24,single,8+21,16384,21,288397721
poseidon2,,bls12_381,3,single,8+56,65536,21,317593429
poseidon2,,bls12_381,4,single,8+56,32768,21,286806648
poseidon2,,bn254,3,single,8+56,65536,21,311469788
poseidon2,,bn254,4,single,8+56,32768,21,274902958
poseidon2,,goldilocks,8,single,8+22,524288,21,391907975
poseidon2,,goldilocks,12,single,8+22,262144,21,272869078
poseidon2,,mersenne31,16,single,8+14,262144,21,253654278
poseidon2,,mersenne31,24,single,8+22,131072,21,211024350
poseidon2,,koalabear,16,single,8+20,262144,21,280337401
poseidon2,,koalabear,24,single,8+23,131072,21,206418905
poseidon2,,babybear,16,single,8+13,262144,21,307924404
poseidon2,,babybear,24,single,8+21,131072,21,249725919
neptune,,bls12_381,4,single,6+69,32768,21,324911642
neptune,,bn254,4,single,6+69,32768,21,315590387
neptune,,goldilocks,8,single,6+38,262144,21,319620186
neptune,,goldilocks,12,single,6+42,131072,21,303368943
psquarehash,,mersenne31,16,single,52,262144,21,244469648
psquarehash,,mersenne31,24,single,52,262144,21,355735291
psquarehash,,koalabear,16,single,52,262144,21,312573230
psquarehash,,koalabear,24,single,52,131072,21,231298058
psquarehash,,babybear,16,single,52,262144,21,312077794
psquarehash,,babybear,24,single,52,131072,21,233202025
rescue_prime,,bls12_381,3,current,16,1024,21,345065437
rescue_prime,,bls12_381,3,original,14,1024,21,301843303
rescue_prime,,bls12_381,4,current,13,1024,21,376110019
rescue_prime,,bls12_381,4,original,11,1024,21,317961427
rescue_prime,,bn254,3,current,16,1024,21,338116623
rescue_prime,,bn254,3,original,14,1024,21,295826029
rescue_prime,,bn254,4,current,13,1024,21,366362798
rescue_prime,,bn254,4,original,11,1024,21,310037792
rescue_prime,,goldilocks,8,single,8,16384,21,252991549
rescue_prime,,goldilocks,12,single,8,16384,21,394083460
rescue_prime,,mersenne31,16,single,8,16384,21,329706281
rescue_prime,,mersenne31,24,single,8,8192,21,265253790
rescue_prime,,koalabear,16,single,8,8192,21,223765775
rescue_prime,,koalabear,24,single,8,8192,21,364751837
rescue_prime,,babybear,16,single,8,8192,21,245219158
rescue_prime,,babybear,24,single,8,8192,21,392228284
anemoi,,bls12_381,4,current,20,1024,21,288689516
anemoi,,bls12_381,4,original,14,1024,21,201772003
anemoi,,bn254,4,current,20,1024,21,282736073
anemoi,,bn254,4,original,14,2048,21,395757077
anemoi,,goldilocks,8,single,11,32768,21,346506909
anemoi,,goldilocks,12,single,10,16384,21,238249546
anemoi,,mersenne31,16,single,10,32768,21,340954316
anemoi,,mersenne31,24,single,9,16384,21,240541778
anemoi,,koalabear,16,single,10,16384,21,245720014
anemoi,,koalabear,24,single,9,16384,21,344812605
anemoi,,babybear,16,single,9,16384,21,240988193
anemoi,,babybear,24,single,9,16384,21,374219226
griffin,,bls12_381,3,current,20,2048,21,286476201
griffin,,bls12_381,3,original,14,4096,21,400613491
griffin,,bls12_381,4,current,20,2048,21,287837865
griffin,,bls12_381,4,original,11,4096,21,317342079
griffin,,bn254,3,current,20,2048,21,280753759
griffin,,bn254,3,original,14,4096,21,393001739
griffin,,bn254,4,current,20,2048,21,282521843
griffin,,bn254,4,original,11,4096,21,311269965
griffin,,goldilocks,8,single,8,131072,21,284813064
griffin,,goldilocks,12,single,8,131072,21,302308933
arion,,bls12_381,3,single,11,4096,21,342726266
arion,,bls12_381,4,single,10,4096,21,330188271
arion,,bn254,3,single,11,4096,21,333195089
arion,,bn254,4,single,10,4096,21,320823624
grendel,native,bls12_381,3,current,24,256,21,266048835
grendel,native,bls12_381,3,original,14,512,21,299033212
grendel,native,bls12_381,4,current,23,256,21,340305434
grendel,native,bls12_381,4,original,12,512,21,339893223
grendel,native,bn254,3,current,24,256,21,263862931
grendel,native,bn254,3,original,14,512,21,294524889
grendel,native,bn254,4,current,23,256,21,337638170
grendel,native,bn254,4,original,12,512,21,337072954
xhash,XHash8,goldilocks,12,single,6,32768,21,284136570
xhash,XHash12,goldilocks,12,single,6,32768,21,371752268
xhash,XHash16,mersenne31,24,single,6,32768,21,301494741
xhash,XHash24,mersenne31,24,single,6,32768,21,363590869
reinforced_concrete,,bls12_381,3,single,7,131072,21,242176293
reinforced_concrete,,bn254,3,single,7,131072,21,244377565
skyscraper,,bls12_381,4,single,18,262144,21,325540588
skyscraper,,bn254,4,single,18,262144,21,317016952
monolith,,goldilocks,8,single,6,1048576,21,265950341
monolith,,goldilocks,12,single,6,524288,21,205007468
monolith,,mersenne31,16,single,6,524288,21,215042587
monolith,,mersenne31,24,single,6,262144,21,218317516
polocolo,,bls12_381,3,single,6,1024,21,263747646
polocolo,,bls12_381,4,single,5,1024,21,293318494
polocolo,,bn254,3,single,6,1024,21,237212098
polocolo,,bn254,4,single,5,1024,21,264306339
tip4p,,goldilocks,12,single,5,262144,21,332640011
plain,sha256_compress,-,-,single,-,8388608,21,211693730
plain,keccak_f1600,-,-,single,-,524288,21,203344601
plain,blake2b_compress,-,-,single,-,2097152,21,241257636
plain,blake3_compress,-,-,single,-,4194304,21,274010380
gmimc,,bls12_381,3,single,228,16384,22,261309821
gmimc,,bls12_381,4,single,231,16384,22,266607459
gmimc,,bn254,3,single,228,16384,22,250665754
gmimc,,bn254,4,single,231,16384,22,253839514
gmimc,,goldilocks,8,single,68,524288,22,337500082
gmimc,,goldilocks,12,single,93,262144,22,235222931
gmimc,,mersenne31,16,single,158,262144,22,271349549
gmimc,,mersenne31,24,single,335,131072,22,323830953
gmimc,,koalabear,16,single,158,262144,22,305909790
gmimc,,koalabear,24,single,335,131072,22,329581858
gmimc,,babybear,16,single,158,131072,22,246881513
gmimc,,babybear,24,single,335,65536,22,259761188
gmimc2,alpha=8,bls12_381,3,single,63,32768,22,225469828
gmimc2,alpha=8,bls12_381,4,single,64,32768,22,230308890
gmimc2,alpha=8,bn254,3,single,63,32768,22,220660534
gmimc2,alpha=8,bn254,4,single,64,32768,22,223711413
gmimc2,alpha=4,goldilocks,8,single,88,262144,22,294012602
gmimc2,alpha=4,goldilocks,12,single,96,262144,22,361261707
gmimc2,alpha=2,mersenne31,16,single,176,65536,22,201846472
gmimc2,alpha=2,mersenne31,24,single,264,32768,22,224019198
gmimc2,alpha=2,koalabear,16,single,176,131072,22,291062700
gmimc2,alpha=2,koalabear,24,single,264,65536,22,233801115
gmimc2,alpha=2,babybear,16,single,176,131072,22,290954678
gmimc2,alpha=2,babybear,24,single,264,65536,22,237058911
poseidon,,bls12_381,3,single,8+56,16384,22,256685862
poseidon,,bls12_381,4,single,8+56,16384,22,381027898
poseidon,,bn254,3,single,8+56,16384,22,246028450
poseidon,,bn254,4,single,8+56,16384,22,368767360
poseidon,,goldilocks,8,single,8+22,131072,22,324191647
poseidon,,goldilocks,12,single,8+22,65536,22,309535735
poseidon,,mersenne31,16,single,8+14,65536,22,324011961
poseidon,,mersenne31,24,single,8+22,16384,22,226155991
poseidon,,koalabear,16,single,8+20,32768,22,252586893
poseidon,,koalabear,24,single,8+23,16384,22,303711032
poseidon,,babybear,16,single,8+13,32768,22,201611363
poseidon,,babybear,24,single,8+21,16384,22,288180405
poseidon2,,bls12_381,3,single,8+56,65536,22,317174967
poseidon2,,bls12_381,4,single,8+56,32768,22,285787374
poseidon2,,bn254,3,single,8+56,65536,22,311151142
poseidon2,,bn254,4,single,8+56,32768,22,274195055
poseidon2,,goldilocks,8,single,8+22,524288,22,392110664
poseidon2,,goldilocks,12,single,8+22,262144,22,272630973
poseidon2,,mersenne31,16,single,8+14,262144,22,253736261
poseidon2,,mersenne31,24,single,8+22,131072,22,210964808
poseidon2,,koalabear,16,single,8+20,262144,22,279934900
poseidon2,,koalabear,24,single,8+23,131072,22,202373517
poseidon2,,babybear,16,single,8+13,262144,22,307427686
poseidon2,,babybear,24,single,8+21,131072,22,249121760
neptune,,bls12_381,4,single,6+69,32768,22,324354271
neptune,,bn254,4,single,6+69,32768,22,313088983
neptune,,goldilocks,8,single,6+38,262144,22,319281784
neptune,,goldilocks,12,single,6+42,131072,22,304266400
psquarehash,,mersenne31,16,single,52,262144,22,244348691
psquarehash,,mersenne31,24,single,52,262144,22,355396018
psquarehash,,koalabear,16,single,52,262144,22,312699866
psquarehash,,koalabear,24,single,52,131072,22,231547024
psquarehash,,babybear,16,single,52,262144,22,311733541
psquarehash,,babybear,24,single,52,131072,22,232429502
rescue_prime,,bls12_381,3,current,16,1024,22,345254220
rescue_prime,,bls12_381,3,original,14,1024,22,302023008
rescue_prime,,bls12_381,4,current,13,1024,22,375210809
rescue_prime,,bls12_381,4,original,11,1024,22,317638614
rescue_prime,,bn254,3,current,16,1024,22,338121654
rescue_prime,,bn254,3,original,14,1024,22,295816923
rescue_prime,,bn254,4,current,13,1024,22,367627861
rescue_prime,,bn254,4,original,11,1024,22,311063760
rescue_prime,,goldilocks,8,single,8,16384,22,252831631
rescue_prime,,goldilocks,12,single,8,16384,22,393875061
rescue_prime,,mersenne31,16,single,8,16384,22,328379902
rescue_prime,,mersenne31,24,single,8,8192,22,265479222
rescue_prime,,koalabear,16,single,8,8192,22,223663464
rescue_prime,,koalabear,24,single,8,8192,22,363933459
rescue_prime,,babybear,16,single,8,8192,22,244936610
rescue_prime,,babybear,24,single,8,8192,22,393561395
anemoi,,bls12_381,4,current,20,1024,22,288700497
anemoi,,bls12_381,4,original,14,1024,22,201666986
anemoi,,bn254,4,current,20,1024,22,282686731
anemoi,,bn254,4,original,14,2048,22,395773218
anemoi,,goldilocks,8,single,11,32768,22,346920833
anemoi,,goldilocks,12,single,10,16384,22,238332792
anemoi,,mersenne31,16,single,10,32768,22,341417321
anemoi,,mersenne31,24,single,9,16384,22,240199830
anemoi,,koalabear,16,single,10,16384,22,245800945
anemoi,,koalabear,24,single,9,16384,22,344904216
anemoi,,babybear,16,single,9,16384,22,240794561
anemoi,,babybear,24,single,9,16384,22,374027117
griffin,,bls12_381,3,current,20,2048,22,285631403
griffin,,bls12_381,3,original,14,4096,22,400615234
griffin,,bls12_381,4,current,20,2048,22,287798492
griffin,,bls12_381,4,original,11,4096,22,316962791
griffin,,bn254,3,current,20,2048,22,280770220
griffin,,bn254,3,original,14,4096,22,392997632
griffin,,bn254,4,current,20,2048,22,282572167
griffin,,bn254,4,original,11,4096,22,311355535
griffin,,goldilocks,8,single,8,131072,22,283828705
griffin,,goldilocks,12,single,8,131072,22,301193388
arion,,bls12_381,3,single,11,4096,22,341887800
arion,,bls12_381,4,single,10,4096,22,330047868
arion,,bn254,3,single,11,4096,22,333105852
arion,,bn254,4,single,10,4096,22,320851587
grendel,native,bls12_381,3,current,24,256,22,264968708
grendel,native,bls12_381,3,original,14,512,22,298132809
grendel,native,bls12_381,4,current,23,256,22,341106931
grendel,native,bls12_381,4,original,12,512,22,340610183
grendel,native,bn254,3,current,24,256,22,262996552
grendel,native,bn254,3,original,14,512,22,293532475
grendel,native,bn254,4,current,23,256,22,337390237
grendel,native,bn254,4,original,12,512,22,338820949
xhash,XHash8,goldilocks,12,single,6,32768,22,283779423
xhash,XHash12,goldilocks,12,single,6,32768,22,371093146
xhash,XHash16,mersenne31,24,single,6,32768,22,302059496
xhash,XHash24,mersenne31,24,single,6,32768,22,363283215
reinforced_concrete,,bls12_381,3,single,7,131072,22,242494958
reinforced_concrete,,bn254,3,single,7,131072,22,243475430
skyscraper,,bls12_381,4,single,18,262144,22,325284419
skyscraper,,bn254,4,single,18,262144,22,316733202
monolith,,goldilocks,8,single,6,1048576,22,266069954
monolith,,goldilocks,12,single,6,524288,22,205193937
monolith,,mersenne31,16,single,6,524288,22,214778734
monolith,,mersenne31,24,single,6,262144,22,218453540
polocolo,,bls12_381,3,single,6,1024,22,263777672
polocolo,,bls12_381,4,single,5,1024,22,294137425
polocolo,,bn254,3,single,6,1024,22,237115738
polocolo,,bn254,4,single,5,1024,22,264227403
tip4p,,goldilocks,12,single,5,262144,22,332112556
plain,sha256_compress,-,-,single,-,8388608,22,211708729
plain,keccak_f1600,-,-,single,-,524288,22,203229917
plain,blake2b_compress,-,-,single,-,2097152,22,240633160
plain,blake3_compress,-,-,single,-,4194304,22,272535314
gmimc,,bls12_381,3,single,228,16384,23,261455543
gmimc,,bls12_381,4,single,231,16384,23,266682529
gmimc,,bn254,3,single,228,16384,23,251459557
gmimc,,bn254,4,single,231,16384,23,256043512
gmimc,,goldilocks,8,single,68,524288,23,337371522
gmimc,,goldilocks,12,single,93,262144,23,235066188
gmimc,,mersenne31,16,single,158,262144,23,268976585
gmimc,,mersenne31,24,single,335,131072,23,313055852
gmimc,,koalabear,16,single,158,262144,23,306127337
gmimc,,koalabear,24,single,335,131072,23,330886285
gmimc,,babybear,16,single,158,131072,23,246570764
gmimc,,babybear,24,single,335,65536,23,259773110
gmimc2,alpha=8,bls12_381,3,single,63,32768,23,225759500
gmimc2,alpha=8,bls12_381,4,single,64,32768,23,231947431
gmimc2,alpha=8,bn254,3,single,63,32768,23,220445562
gmimc2,alpha=8,bn254,4,single,64,32768,23,224653604
gmimc2,alpha=4,goldilocks,8,single,88,262144,23,293613907
gmimc2,alpha=4,goldilocks,12,single,96,262144,23,363182356
gmimc2,alpha=2,mersenne31,16,single,176,65536,23,201670463
gmimc2,alpha=2,mersenne31,24,single,264,32768,23,224237206
gmimc2,alpha=2,koalabear,16,single,176,131072,23,291115970
gmimc2,alpha=2,koalabear,24,single,264,65536,23,234278978
gmimc2,alpha=2,babybear,16,single,176,131072,23,290671359
gmimc2,alpha=2,babybear,24,single,264,65536,23,236288833
poseidon,,bls12_381,3,single,8+56,16384,23,254375937
poseidon,,bls12_381,4,single,8+56,16384,23,380576554
poseidon,,bn254,3,single,8+56,16384,23,245805223
poseidon,,bn254,4,single,8+56,16384,23,368410874
poseidon,,goldilocks,8,single,8+22,131072,23,324261628
poseidon,,goldilocks,12,single,8+22,65536,23,309414288
poseidon,,mersenne31,16,single,8+14,65536,23,323646990
poseidon,,mersenne31,24,single,8+22,16384,23,226089237
poseidon,,koalabear,16,single,8+20,32768,23,253906248
poseidon,,koalabear,24,single,8+23,16384,23,303600966
poseidon,,babybear,16,single,8+13,32768,23,201813721
poseidon,,babybear,24,single,8+21,16384,23,287931791
poseidon2,,bls12_381,3,single,8+56,65536,23,316679081
poseidon2,,bls12_381,4,single,8+56,32768,23,286245630
poseidon2,,bn254,3,single,8+56,65536,23,310893561
poseidon2,,bn254,4,single,8+56,32768,23,274112982
poseidon2,,goldilocks,8,single,8+22,524288,23,391767654
poseidon2,,goldilocks,12,single,8+22,262144,23,272656350
poseidon2,,mersenne31,16,single,8+14,262144,23,253237199
poseidon2,,mersenne31,24,single,8+22,131072,23,210839875
poseidon2,,koalabear,16,single,8+20,262144,23,281956627
poseidon2,,koalabear,24,single,8+23,131072,23,204171335
poseidon2,,babybear,16,single,8+13,262144,23,306582968
poseidon2,,babybear,24,single,8+21,131072,23,248402145
neptune,,bls12_381,4,single,6+69,32768,23,324290642
neptune,,bn254,4,single,6+69,32768,23,314542319
neptune,,goldilocks,8,single,6+38,262144,23,318978757
neptune,,goldilocks,12,single,6+42,131072,23,304513121
psquarehash,,mersenne31,16,single,52,262144,23,244346939
psquarehash,,mersenne31,24,single,52,262144,23,355187178
psquarehash,,koalabear,16,single,52,262144,23,312414924
psquarehash,,koalabear,24,single,52,131072,23,232144800
psquarehash,,babybear,16,single,52,262144,23,312497819
psquarehash,,babybear,24,single,52,131072,23,233175226
rescue_prime,,bls12_381,3,current,16,1024,23,344935003
rescue_prime,,bls12_381,3,original,14,1024,23,301754978
rescue_prime,,bls12_381,4,current,13,1024,23,375083321
rescue_prime,,bls12_381,4,original,11,1024,23,317589662
rescue_prime,,bn254,3,current,16,1024,23,338120010
rescue_prime,,bn254,3,original,14,1024,23,295874501
rescue_prime,,bn254,4,current,13,1024,23,367719714
rescue_prime,,bn254,4,original,11,1024,23,311152907
rescue_prime,,goldilocks,8,single,8,16384,23,252908104
rescue_prime,,goldilocks,12,single,8,16384,23,395403707
rescue_prime,,mersenne31,16,single,8,16384,23,328426700
rescue_prime,,mersenne31,24,single,8,8192,23,265175453
rescue_prime,,koalabear,16,single,8,8192,23,224671638
rescue_prime,,koalabear,24,single,8,8192,23,361338351
