# benchmark_mode: publication; auto_calibrated
# cpu_model: AMD Ryzen 9 7900X 12-Core Processor
# rustc: rustc 1.94.1 (e408947bf 2026-03-25)
# git_commit: 034f65a85002594e7ad8ca6dd70ecf52e1169ff2
# git_state: clean
# RUSTFLAGS: -C target-cpu=native
# release_profile: lto=fat, codegen-units=1, panic=abort
# pinned_cpus: 2
# governor: powersave
# turbo: unavailable
# smt: on
# command: ./target/release/sok-zk-friendly-hash-functions --csv
construction,variant,field,t,round_set,rounds,iters,rep,total_ns
arion,,bn254,3,single,11,4096,43,333115158
arion,,bn254,4,single,10,4096,43,320820685
grendel,native,bls12_381,3,current,24,256,43,265330424
grendel,native,bls12_381,3,original,14,512,43,298110803
grendel,native,bls12_381,4,current,23,256,43,340836144
grendel,native,bls12_381,4,original,12,512,43,339539341
grendel,native,bn254,3,current,24,256,43,263295621
grendel,native,bn254,3,original,14,512,43,294629568
grendel,native,bn254,4,current,23,256,43,337194179
grendel,native,bn254,4,original,12,512,43,338163681
xhash,XHash8,goldilocks,12,single,6,32768,43,283680059
xhash,XHash12,goldilocks,12,single,6,32768,43,371176043
xhash,XHash16,mersenne31,24,single,6,32768,43,301703917
xhash,XHash24,mersenne31,24,single,6,32768,43,363570161
reinforced_concrete,,bls12_381,3,single,7,131072,43,242494986
reinforced_concrete,,bn254,3,single,7,131072,43,243382805
skyscraper,,bls12_381,4,single,18,262144,43,325122834
skyscraper,,bn254,4,single,18,262144,43,316662225
monolith,,goldilocks,8,single,6,1048576,43,266141369
monolith,,goldilocks,12,single,6,524288,43,205713501
monolith,,mersenne31,16,single,6,524288,43,214786122
monolith,,mersenne31,24,single,6,262144,43,218348870
polocolo,,bls12_381,3,single,6,1024,43,263701459
polocolo,,bls12_381,4,single,5,1024,43,293265129
polocolo,,bn254,3,single,6,1024,43,237127226
polocolo,,bn254,4,single,5,1024,43,264279109
tip4p,,goldilocks,12,single,5,262144,43,333219052
plain,sha256_compress,-,-,single,-,8388608,43,211646286
plain,keccak_f1600,-,-,single,-,524288,43,203344194
plain,blake2b_compress,-,-,single,-,2097152,43,240985095
plain,blake3_compress,-,-,single,-,4194304,43,272341393
gmimc,,bls12_381,3,single,228,16384,44,261092004
gmimc,,bls12_381,4,single,231,16384,44,266506411
gmimc,,bn254,3,single,228,16384,44,250936188
gmimc,,bn254,4,single,231,16384,44,254427612
gmimc,,goldilocks,8,single,68,524288,44,337388692
gmimc,,goldilocks,12,single,93,262144,44,234952813
gmimc,,mersenne31,16,single,158,262144,44,271098782
gmimc,,mersenne31,24,single,335,131072,44,323327920
gmimc,,koalabear,16,single,158,262144,44,306073651
gmimc,,koalabear,24,single,335,131072,44,341948202
gmimc,,babybear,16,single,158,131072,44,246703058
gmimc,,babybear,24,single,335,65536,44,259738044
gmimc2,alpha=8,bls12_381,3,single,63,32768,44,225344941
gmimc2,alpha=8,bls12_381,4,single,64,32768,44,231737065
gmimc2,alpha=8,bn254,3,single,63,32768,44,220618089
gmimc2,alpha=8,bn254,4,single,64,32768,44,224636127
gmimc2,alpha=4,goldilocks,8,single,88,262144,44,293969014
gmimc2,alpha=4,goldilocks,12,single,96,262144,44,360484666
gmimc2,alpha=2,mersenne31,16,single,176,65536,44,201999551
gmimc2,alpha=2,mersenne31,24,single,264,32768,44,223918476
gmimc2,alpha=2,koalabear,16,single,176,131072,44,291367874
gmimc2,alpha=2,koalabear,24,single,264,65536,44,234849812
gmimc2,alpha=2,babybear,16,single,176,131072,44,290590371
gmimc2,alpha=2,babybear,24,single,264,65536,44,245014894
poseidon,,bls12_381,3,single,8+56,16384,44,256356937
poseidon,,bls12_381,4,single,8+56,16384,44,381287496
poseidon,,bn254,3,single,8+56,16384,44,246121162
poseidon,,bn254,4,single,8+56,16384,44,368668849
poseidon,,goldilocks,8,single,8+22,131072,44,324279248
poseidon,,goldilocks,12,single,8+22,65536,44,309654311
poseidon,,mersenne31,16,single,8+14,65536,44,324290459
poseidon,,mersenne31,24,single,8+22,16384,44,227975778
poseidon,,koalabear,16,single,8+20,32768,44,253304734
poseidon,,koalabear,24,single,8+23,16384,44,304086779
poseidon,,babybear,16,single,8+13,32768,44,201735437
poseidon,,babybear,24,single,8+21,16384,44,288785669
poseidon2,,bls12_381,3,single,8+56,65536,44,317376320
poseidon2,,bls12_381,4,single,8+56,32768,44,286825347
poseidon2,,bn254,3,single,8+56,65536,44,312288834
poseidon2,,bn254,4,single,8+56,32768,44,274513692
poseidon2,,goldilocks,8,single,8+22,524288,44,391635241
poseidon2,,goldilocks,12,single,8+22,262144,44,272949439
poseidon2,,mersenne31,16,single,8+14,262144,44,253231857
poseidon2,,mersenne31,24,single,8+22,131072,44,210869775
poseidon2,,koalabear,16,single,8+20,262144,44,279582112
poseidon2,,koalabear,24,single,8+23,131072,44,203659182
poseidon2,,babybear,16,single,8+13,262144,44,306342353
poseidon2,,babybear,24,single,8+21,131072,44,250603516
neptune,,bls12_381,4,single,6+69,32768,44,324665771
neptune,,bn254,4,single,6+69,32768,44,313921114
neptune,,goldilocks,8,single,6+38,262144,44,319378230
neptune,,goldilocks,12,single,6+42,131072,44,304093011
psquarehash,,mersenne31,16,single,52,262144,44,244371352
psquarehash,,mersenne31,24,single,52,262144,44,355481318
psquarehash,,koalabear,16,single,52,262144,44,311832852
psquarehash,,koalabear,24,single,52,131072,44,231292164
psquarehash,,babybear,16,single,52,262144,44,311979326
psquarehash,,babybear,24,single,52,131072,44,231143916
rescue_prime,,bls12_381,3,current,16,1024,44,344868037
rescue_prime,,bls12_381,3,original,14,1024,44,301732070
rescue_prime,,bls12_381,4,current,13,1024,44,375087161
rescue_prime,,bls12_381,4,original,11,1024,44,317446872
rescue_prime,,bn254,3,current,16,1024,44,338097748
rescue_prime,,bn254,3,original,14,1024,44,295815283
rescue_prime,,bn254,4,current,13,1024,44,367732259
rescue_prime,,bn254,4,original,11,1024,44,311146890
rescue_prime,,goldilocks,8,single,8,16384,44,252998411
rescue_prime,,goldilocks,12,single,8,16384,44,394499333
rescue_prime,,mersenne31,16,single,8,16384,44,328787180
rescue_prime,,mersenne31,24,single,8,8192,44,265443064
rescue_prime,,koalabear,16,single,8,8192,44,224687043
rescue_prime,,koalabear,24,single,8,8192,44,364216971
rescue_prime,,babybear,16,single,8,8192,44,245132665
rescue_prime,,babybear,24,single,8,8192,44,394012091
anemoi,,bls12_381,4,current,20,1024,44,288132970
anemoi,,bls12_381,4,original,14,1024,44,201896488
anemoi,,bn254,4,current,20,1024,44,282902486
anemoi,,bn254,4,original,14,2048,44,396020675
anemoi,,goldilocks,8,single,11,32768,44,347113834
anemoi,,goldilocks,12,single,10,16384,44,238308243
anemoi,,mersenne31,16,single,10,32768,44,342837052
anemoi,,mersenne31,24,single,9,16384,44,240077299
anemoi,,koalabear,16,single,10,16384,44,246662684
anemoi,,koalabear,24,single,9,16384,44,345080965
anemoi,,babybear,16,single,9,16384,44,241721982
anemoi,,babybear,24,single,9,16384,44,373842796
griffin,,bls12_381,3,current,20,2048,44,286063543
griffin,,bls12_381,3,original,14,4096,44,401276014
griffin,,bls12_381,4,current,20,2048,44,287895345
griffin,,bls12_381,4,original,11,4096,44,316699175
griffin,,bn254,3,current,20,2048,44,280852757
griffin,,bn254,3,original,14,4096,44,392974142
griffin,,bn254,4,current,20,2048,44,282605020
griffin,,bn254,4,original,11,4096,44,311334762
griffin,,goldilocks,8,single,8,131072,44,284144387
griffin,,goldilocks,12,single,8,131072,44,301449280
arion,,bls12_381,3,single,11,4096,44,342286423
arion,,bls12_381,4,single,10,4096,44,330050021
arion,,bn254,3,single,11,4096,44,333086594
arion,,bn254,4,single,10,4096,44,320792483
grendel,native,bls12_381,3,current,24,256,44,265122284
grendel,native,bls12_381,3,original,14,512,44,298219767
grendel,native,bls12_381,4,current,23,256,44,340455302
grendel,native,bls12_381,4,original,12,512,44,339990113
grendel,native,bn254,3,current,24,256,44,264084084
grendel,native,bn254,3,original,14,512,44,293362019
grendel,native,bn254,4,current,23,256,44,337452181
grendel,native,bn254,4,original,12,512,44,337543001
xhash,XHash8,goldilocks,12,single,6,32768,44,284194541
xhash,XHash12,goldilocks,12,single,6,32768,44,371550954
xhash,XHash16,mersenne31,24,single,6,32768,44,301413965
xhash,XHash24,mersenne31,24,single,6,32768,44,363546057
reinforced_concrete,,bls12_381,3,single,7,131072,44,242235982
reinforced_concrete,,bn254,3,single,7,131072,44,243890513
skyscraper,,bls12_381,4,single,18,262144,44,324993483
skyscraper,,bn254,4,single,18,262144,44,317062924
monolith,,goldilocks,8,single,6,1048576,44,266232950
monolith,,goldilocks,12,single,6,524288,44,205932630
monolith,,mersenne31,16,single,6,524288,44,214830575
monolith,,mersenne31,24,single,6,262144,44,218921800
polocolo,,bls12_381,3,single,6,1024,44,263718260
polocolo,,bls12_381,4,single,5,1024,44,293290246
polocolo,,bn254,3,single,6,1024,44,237186387
polocolo,,bn254,4,single,5,1024,44,264312241
tip4p,,goldilocks,12,single,5,262144,44,332520467
plain,sha256_compress,-,-,single,-,8388608,44,211721607
plain,keccak_f1600,-,-,single,-,524288,44,203388327
plain,blake2b_compress,-,-,single,-,2097152,44,240175822
plain,blake3_compress,-,-,single,-,4194304,44,274110959
gmimc,,bls12_381,3,single,228,16384,45,261217409
gmimc,,bls12_381,4,single,231,16384,45,269136455
gmimc,,bn254,3,single,228,16384,45,250368177
gmimc,,bn254,4,single,231,16384,45,257568751
gmimc,,goldilocks,8,single,68,524288,45,337409141
gmimc,,goldilocks,12,single,93,262144,45,235332033
gmimc,,mersenne31,16,single,158,262144,45,268248175
gmimc,,mersenne31,24,single,335,131072,45,321695560
gmimc,,koalabear,16,single,158,262144,45,305850935
gmimc,,koalabear,24,single,335,131072,45,330673134
gmimc,,babybear,16,single,158,131072,45,246702908
gmimc,,babybear,24,single,335,65536,45,259752852
gmimc2,alpha=8,bls12_381,3,single,63,32768,45,225502156
gmimc2,alpha=8,bls12_381,4,single,64,32768,45,231645705
gmimc2,alpha=8,bn254,3,single,63,32768,45,220684383
gmimc2,alpha=8,bn254,4,single,64,32768,45,224914537
gmimc2,alpha=4,goldilocks,8,single,88,262144,45,293878515
gmimc2,alpha=4,goldilocks,12,single,96,262144,45,361205284
gmimc2,alpha=2,mersenne31,16,single,176,65536,45,201849541
gmimc2,alpha=2,mersenne31,24,single,264,32768,45,223954984
gmimc2,alpha=2,koalabear,16,single,176,131072,45,291153142
gmimc2,alpha=2,koalabear,24,single,264,65536,45,233579548
gmimc2,alpha=2,babybear,16,single,176,131072,45,290656785
gmimc2,alpha=2,babybear,24,single,264,65536,45,238323532
poseidon,,bls12_381,3,single,8+56,16384,45,256297165
poseidon,,bls12_381,4,single,8+56,16384,45,382476659
poseidon,,bn254,3,single,8+56,16384,45,245194019
poseidon,,bn254,4,single,8+56,16384,45,369891383
poseidon,,goldilocks,8,single,8+22,131072,45,324136000
poseidon,,goldilocks,12,single,8+22,65536,45,309331588
poseidon,,mersenne31,16,single,8+14,65536,45,323986531
poseidon,,mersenne31,24,single,8+22,16384,45,226843652
poseidon,,koalabear,16,single,8+20,32768,45,252611538
poseidon,,koalabear,24,single,8+23,16384,45,303892946
poseidon,,babybear,16,single,8+13,32768,45,201497243
poseidon,,babybear,24,single,8+21,16384,45,288049363
poseidon2,,bls12_381,3,single,8+56,65536,45,317181466
poseidon2,,bls12_381,4,single,8+56,32768,45,286665858
poseidon2,,bn254,3,single,8+56,65536,45,311133885
poseidon2,,bn254,4,single,8+56,32768,45,274311795
poseidon2,,goldilocks,8,single,8+22,524288,45,391932766
poseidon2,,goldilocks,12,single,8+22,262144,45,272837550
poseidon2,,mersenne31,16,single,8+14,262144,45,254297198
poseidon2,,mersenne31,24,single,8+22,131072,45,210735785
poseidon2,,koalabear,16,single,8+20,262144,45,280263376
poseidon2,,koalabear,24,single,8+23,131072,45,205404754
poseidon2,,babybear,16,single,8+13,262144,45,307076054
poseidon2,,babybear,24,single,8+21,131072,45,248213621
neptune,,bls12_381,4,single,6+69,32768,45,324773601
neptune,,bn254,4,single,6+69,32768,45,315862160
neptune,,goldilocks,8,single,6+38,262144,45,319047722
neptune,,goldilocks,12,single,6+42,131072,45,304422596
psquarehash,,mersenne31,16,single,52,262144,45,244184022
psquarehash,,mersenne31,24,single,52,262144,45,355538655
psquarehash,,koalabear,16,single,52,262144,45,311613662
psquarehash,,koalabear,24,single,52,131072,45,231675320
psquarehash,,babybear,16,single,52,262144,45,311598954
psquarehash,,babybear,24,single,52,131072,45,232403871
rescue_prime,,bls12_381,3,current,16,1024,45,344700824
rescue_prime,,bls12_381,3,original,14,1024,45,302016370
rescue_prime,,bls12_381,4,current,13,1024,45,375751532
rescue_prime,,bls12_381,4,original,11,1024,45,318095093
rescue_prime,,bn254,3,current,16,1024,45,338090704
rescue_prime,,bn254,3,original,14,1024,45,295846291
rescue_prime,,bn254,4,current,13,1024,45,366351719
rescue_prime,,bn254,4,original,11,1024,45,310022119
rescue_prime,,goldilocks,8,single,8,16384,45,252872365
rescue_prime,,goldilocks,12,single,8,16384,45,394131996
rescue_prime,,mersenne31,16,single,8,16384,45,328960755
rescue_prime,,mersenne31,24,single,8,8192,45,265352143
rescue_prime,,koalabear,16,single,8,8192,45,224748838
rescue_prime,,koalabear,24,single,8,8192,45,363663276
rescue_prime,,babybear,16,single,8,8192,45,245100193
rescue_prime,,babybear,24,single,8,8192,45,394208639
anemoi,,bls12_381,4,current,20,1024,45,288958201
anemoi,,bls12_381,4,original,14,1024,45,202368049
anemoi,,bn254,4,current,20,1024,45,282690290
anemoi,,bn254,4,original,14,2048,45,395751441
anemoi,,goldilocks,8,single,11,32768,45,349258230
anemoi,,goldilocks,12,single,10,16384,45,238304826
anemoi,,mersenne31,16,single,10,32768,45,340292048
anemoi,,mersenne31,24,single,9,16384,45,240446719
anemoi,,koalabear,16,single,10,16384,45,246008550
anemoi,,koalabear,24,single,9,16384,45,344954539
anemoi,,babybear,16,single,9,16384,45,241067057
anemoi,,babybear,24,single,9,16384,45,373843597
griffin,,bls12_381,3,current,20,2048,45,285601139
griffin,,bls12_381,3,original,14,4096,45,400142576
griffin,,bls12_381,4,current,20,2048,45,288395850
griffin,,bls12_381,4,original,11,4096,45,316629975
griffin,,bn254,3,current,20,2048,45,280763148
griffin,,bn254,3,original,14,4096,45,392930401
griffin,,bn254,4,current,20,2048,45,282507819
griffin,,bn254,4,original,11,4096,45,311293243
griffin,,goldilocks,8,single,8,131072,45,283388464
griffin,,goldilocks,12,single,8,131072,45,301840261
arion,,bls12_381,3,single,11,4096,45,342534027
arion,,bls12_381,4,single,10,4096,45,330875944
arion,,bn254,3,single,11,4096,45,333101562
arion,,bn254,4,single,10,4096,45,320789677
grendel,native,bls12_381,3,current,24,256,45,265065508
grendel,native,bls12_381,3,original,14,512,45,298164082
grendel,native,bls12_381,4,current,23,256,45,340079860
grendel,native,bls12_381,4,original,12,512,45,340072477
grendel,native,bn254,3,current,24,256,45,263638231
grendel,native,bn254,3,original,14,512,45,293329158
grendel,native,bn254,4,current,23,256,45,336673045
grendel,native,bn254,4,original,12,512,45,338264409
xhash,XHash8,goldilocks,12,single,6,32768,45,283732136
xhash,XHash12,goldilocks,12,single,6,32768,45,371322406
xhash,XHash16,mersenne31,24,single,6,32768,45,301649785
xhash,XHash24,mersenne31,24,single,6,32768,45,365293872
reinforced_concrete,,bls12_381,3,single,7,131072,45,243032821
reinforced_concrete,,bn254,3,single,7,131072,45,244940165
skyscraper,,bls12_381,4,single,18,262144,45,325635241
skyscraper,,bn254,4,single,18,262144,45,317009925
monolith,,goldilocks,8,single,6,1048576,45,266542919
monolith,,goldilocks,12,single,6,524288,45,205939463
monolith,,mersenne31,16,single,6,524288,45,214904984
monolith,,mersenne31,24,single,6,262144,45,218368486
polocolo,,bls12_381,3,single,6,1024,45,263731275
polocolo,,bls12_381,4,single,5,1024,45,293918119
polocolo,,bn254,3,single,6,1024,45,237153896
polocolo,,bn254,4,single,5,1024,45,264282475
tip4p,,goldilocks,12,single,5,262144,45,333132961
plain,sha256_compress,-,-,single,-,8388608,45,211640585
plain,keccak_f1600,-,-,single,-,524288,45,203279092
plain,blake2b_compress,-,-,single,-,2097152,45,240700022
plain,blake3_compress,-,-,single,-,4194304,45,272732303
gmimc,,bls12_381,3,single,228,16384,46,261701873
gmimc,,bls12_381,4,single,231,16384,46,266908301
gmimc,,bn254,3,single,228,16384,46,250664720
gmimc,,bn254,4,single,231,16384,46,254061157
gmimc,,goldilocks,8,single,68,524288,46,337430300
gmimc,,goldilocks,12,single,93,262144,46,236466793
gmimc,,mersenne31,16,single,158,262144,46,269644784
gmimc,,mersenne31,24,single,335,131072,46,313402514
gmimc,,koalabear,16,single,158,262144,46,305751048
gmimc,,koalabear,24,single,335,131072,46,340509413
gmimc,,babybear,16,single,158,131072,46,246685926
gmimc,,babybear,24,single,335,65536,46,259849883
gmimc2,alpha=8,bls12_381,3,single,63,32768,46,225368174
gmimc2,alpha=8,bls12_381,4,single,64,32768,46,229901956
gmimc2,alpha=8,bn254,3,single,63,32768,46,220434626
gmimc2,alpha=8,bn254,4,single,64,32768,46,223916563
gmimc2,alpha=4,goldilocks,8,single,88,262144,46,294020540
gmimc2,alpha=4,goldilocks,12,single,96,262144,46,360951970
gmimc2,alpha=2,mersenne31,16,single,176,65536,46,201954446
gmimc2,alpha=2,mersenne31,24,single,264,32768,46,223924557
gmimc2,alpha=2,koalabear,16,single,176,131072,46,291102097
gmimc2,alpha=2,koalabear,24,single,264,65536,46,236289832
gmimc2,alpha=2,babybear,16,single,176,131072,46,290873229
gmimc2,alpha=2,babybear,24,single,264,65536,46,237520261
poseidon,,bls12_381,3,single,8+56,16384,46,256117689
poseidon,,bls12_381,4,single,8+56,16384,46,381156862
poseidon,,bn254,3,single,8+56,16384,46,245802075
poseidon,,bn254,4,single,8+56,16384,46,368864113
poseidon,,goldilocks,8,single,8+22,131072,46,324049358
poseidon,,goldilocks,12,single,8+22,65536,46,309907354
poseidon,,mersenne31,16,single,8+14,65536,46,323821342
poseidon,,mersenne31,24,single,8+22,16384,46,225375128
poseidon,,koalabear,16,single,8+20,32768,46,252771838
poseidon,,koalabear,24,single,8+23,16384,46,303346105
poseidon,,babybear,16,single,8+13,32768,46,201963574
poseidon,,babybear,24,single,8+21,16384,46,288632041
poseidon2,,bls12_381,3,single,8+56,65536,46,317350431
poseidon2,,bls12_381,4,single,8+56,32768,46,285802645
poseidon2,,bn254,3,single,8+56,65536,46,311246085
poseidon2,,bn254,4,single,8+56,32768,46,274000212
poseidon2,,goldilocks,8,single,8+22,524288,46,391737441
poseidon2,,goldilocks,12,single,8+22,262144,46,272691487
poseidon2,,mersenne31,16,single,8+14,262144,46,253772918
poseidon2,,mersenne31,24,single,8+22,131072,46,210867360
poseidon2,,koalabear,16,single,8+20,262144,46,278917610
poseidon2,,koalabear,24,single,8+23,131072,46,204498861
poseidon2,,babybear,16,single,8+13,262144,46,307790709
poseidon2,,babybear,24,single,8+21,131072,46,249025889
neptune,,bls12_381,4,single,6+69,32768,46,324610747
neptune,,bn254,4,single,6+69,32768,46,313468017
neptune,,goldilocks,8,single,6+38,262144,46,319429836
neptune,,goldilocks,12,single,6+42,131072,46,305210107
psquarehash,,mersenne31,16,single,52,262144,46,244443547
psquarehash,,mersenne31,24,single,52,262144,46,355802719
psquarehash,,koalabear,16,single,52,262144,46,312732433
psquarehash,,koalabear,24,single,52,131072,46,233080515
psquarehash,,babybear,16,single,52,262144,46,311730621
psquarehash,,babybear,24,single,52,131072,46,232801644
rescue_prime,,bls12_381,3,current,16,1024,46,345277883
rescue_prime,,bls12_381,3,original,14,1024,46,302081441
rescue_prime,,bls12_381,4,current,13,1024,46,375114782
rescue_prime,,bls12_381,4,original,11,1024,46,317490743
rescue_prime,,bn254,3,current,16,1024,46,338119457
rescue_prime,,bn254,3,original,14,1024,46,295810895
rescue_prime,,bn254,4,current,13,1024,46,367597597
rescue_prime,,bn254,4,original,11,1024,46,311071008
rescue_prime,,goldilocks,8,single,8,16384,46,252823234
rescue_prime,,goldilocks,12,single,8,16384,46,393908357
rescue_prime,,mersenne31,16,single,8,16384,46,329085107
rescue_prime,,mersenne31,24,single,8,8192,46,265445549
rescue_prime,,koalabear,16,single,8,8192,46,224724682
rescue_prime,,koalabear,24,single,8,8192,46,362872167
rescue_prime,,babybear,16,single,8,8192,46,245148173
rescue_prime,,babybear,24,single,8,8192,46,395180455
anemoi,,bls12_381,4,current,20,1024,46,288092874
anemoi,,bls12_381,4,original,14,1024,46,201698247
anemoi,,bn254,4,current,20,1024,46,282764418
anemoi,,bn254,4,original,14,2048,46,395778652
anemoi,,goldilocks,8,single,11,32768,46,346414386
anemoi,,goldilocks,12,single,10,16384,46,238267226
anemoi,,mersenne31,16,single,10,32768,46,339465162
anemoi,,mersenne31,24,single,9,16384,46,240514104
anemoi,,koalabear,16,single,10,16384,46,245940043
anemoi,,koalabear,24,single,9,16384,46,345116832
anemoi,,babybear,16,single,9,16384,46,240863998
anemoi,,babybear,24,single,9,16384,46,373954404
griffin,,bls12_381,3,current,20,2048,46,286303881
griffin,,bls12_381,3,original,14,4096,46,400190736
griffin,,bls12_381,4,current,20,2048,46,287851513
griffin,,bls12_381,4,original,11,4096,46,316640605
griffin,,bn254,3,current,20,2048,46,280792995
griffin,,bn254,3,original,14,4096,46,393027341
griffin,,bn254,4,current,20,2048,46,282572510
griffin,,bn254,4,original,11,4096,46,311317309
griffin,,goldilocks,8,single,8,131072,46,283569022
griffin,,goldilocks,12,single,8,131072,46,301350926
arion,,bls12_381,3,single,11,4096,46,341951768
arion,,bls12_381,4,single,10,4096,46,330401396
arion,,bn254,3,single,11,4096,46,333160341
arion,,bn254,4,single,10,4096,46,320849689
grendel,native,bls12_381,3,current,24,256,46,265059206
grendel,native,bls12_381,3,original,14,512,46,299058824
grendel,native,bls12_381,4,current,23,256,46,340109345
grendel,native,bls12_381,4,original,12,512,46,339529603
grendel,native,bn254,3,current,24,256,46,262532114
grendel,native,bn254,3,original,14,512,46,294947462
grendel,native,bn254,4,current,23,256,46,336838484
grendel,native,bn254,4,original,12,512,46,337102588
xhash,XHash8,goldilocks,12,single,6,32768,46,283809801
xhash,XHash12,goldilocks,12,single,6,32768,46,371130347
xhash,XHash16,mersenne31,24,single,6,32768,46,301591837
xhash,XHash24,mersenne31,24,single,6,32768,46,364140948
reinforced_concrete,,bls12_381,3,single,7,131072,46,242475299
reinforced_concrete,,bn254,3,single,7,131072,46,243230750
skyscraper,,bls12_381,4,single,18,262144,46,325520456
skyscraper,,bn254,4,single,18,262144,46,316622200
monolith,,goldilocks,8,single,6,1048576,46,265308623
monolith,,goldilocks,12,single,6,524288,46,205646204
monolith,,mersenne31,16,single,6,524288,46,214974505
monolith,,mersenne31,24,single,6,262144,46,219320876
polocolo,,bls12_381,3,single,6,1024,46,264059288
polocolo,,bls12_381,4,single,5,1024,46,294565367
polocolo,,bn254,3,single,6,1024,46,237160989
polocolo,,bn254,4,single,5,1024,46,264296401
tip4p,,goldilocks,12,single,5,262144,46,333261831
plain,sha256_compress,-,-,single,-,8388608,46,211725914
plain,keccak_f1600,-,-,single,-,524288,46,203244106
plain,blake2b_compress,-,-,single,-,2097152,46,241190358
plain,blake3_compress,-,-,single,-,4194304,46,274019739
gmimc,,bls12_381,3,single,228,16384,47,261287398
gmimc,,bls12_381,4,single,231,16384,47,266488467
gmimc,,bn254,3,single,228,16384,47,250248021
gmimc,,bn254,4,single,231,16384,47,254091063
gmimc,,goldilocks,8,single,68,524288,47,337445549
gmimc,,goldilocks,12,single,93,262144,47,235230613
gmimc,,mersenne31,16,single,158,262144,47,268621792
gmimc,,mersenne31,24,single,335,131072,47,317047876
gmimc,,koalabear,16,single,158,262144,47,305955860
gmimc,,koalabear,24,single,335,131072,47,337457230
gmimc,,babybear,16,single,158,131072,47,246876954
gmimc,,babybear,24,single,335,65536,47,259819947
gmimc2,alpha=8,bls12_381,3,single,63,32768,47,225401877
gmimc2,alpha=8,bls12_381,4,single,64,32768,47,231577527
gmimc2,alpha=8,bn254,3,single,63,32768,47,220696506
gmimc2,alpha=8,bn254,4,single,64,32768,47,224665952
gmimc2,alpha=4,goldilocks,8,single,88,262144,47,293823943
gmimc2,alpha=4,goldilocks,12,single,96,262144,47,360650376
gmimc2,alpha=2,mersenne31,16,single,176,65536,47,202044235
gmimc2,alpha=2,mersenne31,24,single,264,32768,47,223951146
gmimc2,alpha=2,koalabear,16,single,176,131072,47,291059708
gmimc2,alpha=2,koalabear,24,single,264,65536,47,233757540
gmimc2,alpha=2,babybear,16,single,176,131072,47,290923313
gmimc2,alpha=2,babybear,24,single,264,65536,47,235318707
poseidon,,bls12_381,3,single,8+56,16384,47,254865720
poseidon,,bls12_381,4,single,8+56,16384,47,380831563
poseidon,,bn254,3,single,8+56,16384,47,245738486
poseidon,,bn254,4,single,8+56,16384,47,368584030
poseidon,,goldilocks,8,single,8+22,131072,47,324811712
poseidon,,goldilocks,12,single,8+22,65536,47,309854184
poseidon,,mersenne31,16,single,8+14,65536,47,326460513
poseidon,,mersenne31,24,single,8+22,16384,47,226017357
poseidon,,koalabear,16,single,8+20,32768,47,253443112
poseidon,,koalabear,24,single,8+23,16384,47,303900771
poseidon,,babybear,16,single,8+13,32768,47,201839592
poseidon,,babybear,24,single,8+21,16384,47,288240900
poseidon2,,bls12_381,3,single,8+56,65536,47,317329662
poseidon2,,bls12_381,4,single,8+56,32768,47,286210867
poseidon2,,bn254,3,single,8+56,65536,47,311213705
poseidon2,,bn254,4,single,8+56,32768,47,274565088
poseidon2,,goldilocks,8,single,8+22,524288,47,391639899
poseidon2,,goldilocks,12,single,8+22,262144,47,272786935
poseidon2,,mersenne31,16,single,8+14,262144,47,253733625
poseidon2,,mersenne31,24,single,8+22,131072,47,210918145
poseidon2,,koalabear,16,single,8+20,262144,47,279930402
poseidon2,,koalabear,24,single,8+23,131072,47,202530543
poseidon2,,babybear,16,single,8+13,262144,47,306635050
poseidon2,,babybear,24,single,8+21,131072,47,248556501
neptune,,bls12_381,4,single,6+69,32768,47,324569399
neptune,,bn254,4,single,6+69,32768,47,314185908
neptune,,goldilocks,8,single,6+38,262144,47,318794669
neptune,,goldilocks,12,single,6+42,131072,47,303905610
psquarehash,,mersenne31,16,single,52,262144,47,244251317
psquarehash,,mersenne31,24,single,52,262144,47,355659179
psquarehash,,koalabear,16,single,52,262144,47,311692980
psquarehash,,koalabear,24,single,52,131072,47,231744318
psquarehash,,babybear,16,single,52,262144,47,311527310
psquarehash,,babybear,24,single,52,131072,47,231609256
rescue_prime,,bls12_381,3,current,16,1024,47,344914623
rescue_prime,,bls12_381,3,original,14,1024,47,301748930
rescue_prime,,bls12_381,4,current,13,1024,47,375385097
rescue_prime,,bls12_381,4,original,11,1024,47,317543051
rescue_prime,,bn254,3,current,16,1024,47,338112385
rescue_prime,,bn254,3,original,14,1024,47,295839649
rescue_prime,,bn254,4,current,13,1024,47,370593324
rescue_prime,,bn254,4,original,11,1024,47,311175684
rescue_prime,,goldilocks,8,single,8,16384,47,252905347
rescue_prime,,goldilocks,12,single,8,16384,47,393916853
rescue_prime,,mersenne31,16,single,8,16384,47,329472410
rescue_prime,,mersenne31,24,single,8,8192,47,265698571
rescue_prime,,koalabear,16,single,8,8192,47,224116696
rescue_prime,,koalabear,24,single,8,8192,47,365148260
rescue_prime,,babybear,16,single,8,8192,47,245170836
rescue_prime,,babybear,24,single,8,8192,47,394484634
anemoi,,bls12_381,4,current,20,1024,47,288856711
anemoi,,bls12_381,4,original,14,1024,47,201777586
anemoi,,bn254,4,current,20,1024,47,282876427
anemoi,,bn254,4,original,14,2048,47,396028719
anemoi,,goldilocks,8,single,11,32768,47,346462636
